feature_id,text_id,duplicate_group,source,split,baseline_active,direction,fraction,sign,dose,interaction_norm,normalization_only_norm,pre_norm_interaction_norm,beyond_gain_norm,max_constraint_error,combined_nll_change,context_nll_change
2966,1007,1007,fineweb-edu-sample,check,True,leading_pc,0.01,1,-0.1,0.00016510757726378102,2.458025018325746e-05,0.04070895076436075,0.00014011052603676692,2.275267722509528e-08,0.18130111694335938,0.18207550048828125
2966,1007,1007,fineweb-edu-sample,check,True,leading_pc,0.01,1,0.1,0.0001604583606811743,2.5860449008039404e-05,0.04060228152699986,0.00013426890211592793,2.9016369412266442e-08,0.18285560607910156,0.18207550048828125
2966,1007,1007,fineweb-edu-sample,check,True,shuffled_labels,0.005,-1,-0.1,7.147469300289815e-05,1.7430664755281678e-05,0.012530504199734852,6.592647507211723e-05,1.9780716452540348e-07,0.019575119018554688,0.0207672119140625
2966,1007,1007,fineweb-edu-sample,check,True,shuffled_labels,0.005,-1,0.1,7.783554189562065e-05,1.5526523738064704e-05,0.012459546433057059,7.404615556723011e-05,1.7738816139497191e-07,0.021963119506835938,0.0207672119140625
2966,1007,1007,fineweb-edu-sample,check,True,shuffled_labels,0.005,1,-0.1,5.7616453044865476e-05,1.5981160187596218e-05,0.011116444115839319,5.543655833121449e-05,2.3156404585144207e-07,-0.020326614379882812,-0.018995285034179688
2966,1007,1007,fineweb-edu-sample,check,True,shuffled_labels,0.005,1,0.1,6.200533427109003e-05,1.5735626220703125e-05,0.011212043574727904,6.073159228088868e-05,1.1002647135396568e-07,-0.01766204833984375,-0.018995285034179688
2966,1007,1007,fineweb-edu-sample,check,True,shuffled_labels,0.01,-1,-0.1,0.0001619394029596275,3.278840619661868e-05,0.024446084956067305,0.00015076951681314329,8.883775172521624e-08,0.04187774658203125,0.043018341064453125
2966,1007,1007,fineweb-edu-sample,check,True,shuffled_labels,0.01,-1,0.1,0.00016457791190550153,2.9817577272506533e-05,0.026530852819194897,0.000147162554485658,4.810742985564167e-08,0.044158935546875,0.043018341064453125
2966,1007,1007,fineweb-edu-sample,check,True,shuffled_labels,0.01,1,-0.1,0.00010645756656430044,3.129101931668922e-05,0.023260080838772266,0.00010495439826061521,1.3828990801153785e-07,-0.0372467041015625,-0.03582954406738281
2966,1007,1007,fineweb-edu-sample,check,True,shuffled_labels,0.01,1,0.1,0.00010652268900565033,3.267726462389835e-05,0.02342287242921079,0.0001059057233837923,1.794139782447234e-07,-0.03440284729003906,-0.03582954406738281
1645,1090,1090,fineweb-edu-sample,fit,True,learned,0.005,-1,-0.1,0.0006018591690061917,0.0005385925833952997,0.26616796229212764,0.0005305521561364731,6.512807003064972e-08,0.015857696533203125,0.02117156982421875
1645,1090,1090,fineweb-edu-sample,fit,True,learned,0.005,-1,0.1,0.0003825280291345258,0.0005434981478490249,0.2281538879706976,0.00036404930883466094,6.512807003064972e-08,0.02667236328125,0.02117156982421875
1645,1090,1090,fineweb-edu-sample,fit,True,learned,0.005,1,-0.1,8.635888231408517e-05,0.0005339011853030094,0.23510505302717333,4.086858613251057e-05,4.24721825112499e-08,-0.024293899536132812,-0.019899368286132812
1645,1090,1090,fineweb-edu-sample,fit,True,learned,0.005,1,0.1,0.00022728732132342483,0.0005363084839353064,0.22496906173775597,0.0001607569773926378,3.250571524147869e-08,-0.01534271240234375,-0.019899368286132812
