candidate_id,candidate_js,candidate_excess,control_id,control_js,control_excess,paired_js_difference,paired_excess_difference
485,0.1747988680177215,0.010900779954072709,347,0.04928322194238206,0.015137380592302851,0.12551564607533944,-0.0042366006382301424
322,0.039109786657487024,0.014494546016385865,68,0.051403584590688174,0.012285519571934557,-0.01229379793320115,0.0022090264444513084
7603,0.08500631701644437,0.009961184992969191,2897,0.2400038729747268,0.019220471062144084,-0.15499755595828243,-0.009259286069174893
531,0.08218870495084506,0.04316233152944634,66,0.04139729734085618,0.018036385326559195,0.040791407609988874,0.025125946202887144
718,0.06705123673695998,0.011859951022739082,396,0.1502661992296651,0.0349094711846214,-0.08321496249270513,-0.023049520161882317
1047,0.1782898822432227,0.04022431783945035,6068,0.040523385924349786,0.0017532258419362748,0.13776649631887292,0.03847109199751408
