feature_id,n_points,fit_status,converged,is_bimodal_candidate,gmm_random_seed,gmm_n_init,activation_population,activation_storage_mode,rank_censored,log_mean_low,log_mean_high,log_variance_low,log_variance_high,log_std_low,log_std_high,component_weight_low,component_weight_high,minimum_component_weight,mode_separation,n_iter_1,n_iter_2,bic_1,bic_2,delta_bic,bimodality_score,activation_min,activation_p50,activation_p95,activation_max,candidate_delta_bic_threshold,candidate_min_component_weight,candidate_min_separation,n_documents,discovery_variance_log1p,selected_candidate
490,1359,ok,True,True,20260907,5,analysis_activations,positive,False,4.3366439821203215,5.098870721672521,0.06070809320276136,0.1515719105054393,0.24639012399599414,0.38932237349713067,0.5689945688496694,0.4310054311503306,0.4310054311503306,2.3396162798835682,2,5,1944.9041405783983,1772.240516630561,172.66362394783732,172.66362394783732,51.58709716796875,97.14823913574219,271.5896301269531,555.83544921875,10.0,0.1,2.0,220,0.24253,False
491,3725,ok,True,True,20260907,5,analysis_activations,positive,False,4.6417401875469295,5.913976029703512,0.2330110381991119,0.1747889921280906,0.4827121691019524,0.4180777345519498,0.4254096633999703,0.5745903366000297,0.4254096633999703,2.8174680351286168,2,4,8654.772883574175,8197.962465339011,456.8104182351635,456.8104182351635,41.54736328125,235.17254638671875,652.8723510742183,1056.51806640625,10.0,0.1,2.0,221,0.5953562,False
492,844,ok,True,True,20260907,5,analysis_activations,positive,False,4.089495517964529,4.874358007673292,0.047938656523402345,0.21665522048665026,0.21894898155369974,0.46546237279360214,0.6239388889355596,0.3760611110644405,0.3760611110644405,2.157837203631201,2,9,1258.3823933973106,1026.729249465596,231.65314393171457,231.65314393171457,41.761627197265625,68.81649780273438,246.8045600891113,509.7325439453125,10.0,0.1,2.0,227,0.25622883,False
498,1239,ok,True,True,20260907,5,analysis_activations,positive,False,4.453844997223267,5.412621297212841,0.08612999582920694,0.168079520281536,0.29347912332771975,0.4099750239728464,0.6099691258646366,0.39003087413536336,0.39003087413536336,2.689282253751969,2,4,2181.968577712932,1994.64057496146,187.328002751472,187.328002751472,53.408660888671875,111.9322509765625,355.4502990722656,658.6541748046875,10.0,0.1,2.0,331,0.3370599,False
524,5747,ok,True,True,20260907,5,analysis_activations,positive,False,4.4800076344044815,5.6225578911304765,0.0963997756412389,0.1851783954164245,0.31048313261953364,0.43032359384122143,0.6463235927293467,0.3536764072706532,0.3536764072706532,3.045024688793801,2,3,11425.325134140112,9978.59659571706,1446.7285384230527,1446.7285384230527,53.85845947265625,111.77590942382812,459.2238098144531,759.213623046875,10.0,0.1,2.0,489,0.42627633,True
531,9133,ok,True,True,20260907,5,analysis_activations,positive,False,4.479936118487612,5.402877658250074,0.09312908801981654,0.13810775978041367,0.3051705883924867,0.37162852390581336,0.5283383686234846,0.47166163137651534,0.47166163137651534,2.714317650145258,2,4,15716.960803721962,14730.75565832203,986.205145399932,986.205145399932,52.4892578125,129.63339233398438,358.77851562499995,670.677001953125,10.0,0.1,2.0,375,0.32664904,True
544,1175,ok,True,False,20260907,5,analysis_activations,positive,False,4.309954050176287,5.052546502290252,0.046215665721047364,0.23068327168435726,0.2149782912785553,0.48029498402997844,0.7352791088668006,0.2647208911331994,0.2647208911331994,1.9957442371823613,2,6,1471.4663789492663,1045.3329189704048,426.13345997886154,426.13345997886154,53.653411865234375,78.49331665039062,232.75523376464838,565.9440307617188,10.0,0.1,2.0,225,0.20255433,False
548,535,ok,True,True,20260907,5,analysis_activations,positive,False,4.440232276037233,5.668269394192967,0.13501100161973012,0.13839212423334138,0.36743843242063035,0.37201091950820664,0.57345462813775,0.42654537186224994,0.42654537186224994,3.321427322008534,2,3,1165.6722279539467,1073.8088241613825,91.86340379256421,91.86340379256421,47.070465087890625,129.07765197753906,457.07929077148435,635.2077026367188,10.0,0.1,2.0,215,0.5062803,False
559,2384,ok,True,True,20260907,5,analysis_activations,positive,False,4.371476968347354,4.957837549001309,0.032856417693462696,0.09354218630192176,0.1812633931423074,0.3058466712291009,0.6180274014995616,0.38197259850043835,0.38197259850043835,2.332430035574921,2,5,2045.690382369508,1595.1305188246208,450.5598635448871,450.5598635448871,60.22602844238281,91.62328338623047,203.0921417236328,426.4300231933594,10.0,0.1,2.0,445,0.13725838,False
589,675,ok,True,True,20260907,5,analysis_activations,positive,False,4.4936274774548455,5.750977473036658,0.1312157528920151,0.25477023370469465,0.36223715007162793,0.5047476931147825,0.6572933381663173,0.3427066618336827,0.3427066618336827,2.8621040195040077,2,3,1499.64068774104,1367.0084485330678,132.63223920797213,132.63223920797213,52.0057373046875,118.1439208984375,572.8030517578123,811.2933349609375,10.0,0.1,2.0,211,0.5304614,False
