feature_id,endpoint,mean,low,high,documents
1645,interaction_norm,0.0027423462926044993,0.0010540595716831695,0.005180351957492876,16
1645,beyond_gain_norm,0.0013544545975620271,-7.158696554372423e-05,0.00308077448111325,16
2966,interaction_norm,-4.6579286050382426e-05,-0.00011350872031664643,1.976090143337256e-05,16
2966,beyond_gain_norm,-1.3337027263038972e-06,-7.50729652332096e-05,7.389481349477455e-05,16
28027,interaction_norm,0.0005361174659213247,-1.8251696585671247e-06,0.0010704889386172506,16
28027,beyond_gain_norm,0.0004898699043379253,-4.717138435141382e-05,0.0011005216349269553,16
