pc,evaluation_variance,reconstruction_mse,r_squared
464,16352.147638526027,5115.7755103929685,0.6871496256344893
465,16098.198733866546,4763.645700239703,0.7040882785091853
466,15924.00138249269,4980.553970349832,0.6872297451678447
467,16161.65594640235,4974.894864644316,0.6921791380077147
468,16560.208100754422,4907.415000349651,0.7036622383914314
469,15740.380569280811,4920.495379319303,0.6873966701337435
470,16145.215405445455,4961.057271801425,0.6927227573483994
471,15648.750752423919,4725.956065973006,0.6979978695589502
472,16008.878819157282,5083.870651652212,0.6824343097926061
473,16061.877903738437,4953.759814783125,0.6915827747868681
474,16111.057123795781,4756.040853628674,0.7047964750491713
475,15934.446421982915,4960.404652450239,0.6886992794674723
476,15862.10946329687,4914.612376222488,0.6901665325413151
477,15743.496004673052,4890.788011930346,0.6893454915935672
478,15937.397388663807,4970.151492822315,0.6881453494811167
479,15512.914817044135,4824.125374236048,0.6890252134346957
480,15266.977362386662,4948.963549211734,0.6758386790168089
481,16010.838188337682,4922.04228978729,0.6925805987238998
482,15119.694684082908,4819.990083794831,0.6812111497946436
483,16092.506379140379,4926.865197225006,0.6938410287901848
484,15929.10253619121,4796.5874179084085,0.6988789916437241
485,15943.07216548185,5005.014918953862,0.6860696064720726
486,16475.305767363392,4929.321374740864,0.7008054694495833
487,15826.65494033668,5001.192615087548,0.6840019174019373
488,15649.969650064202,4836.2602739319,0.6909731851197514
489,15534.893059236096,4813.574690839492,0.6901443304125203
490,15363.890529781476,4791.916122563126,0.6881052938203094
491,15442.638343193476,4965.417651501938,0.6784605362664273
492,15993.35014670718,5037.895765419309,0.6850005959222656
493,16055.746997773205,4909.577903892613,0.6942167870125551
494,15701.27322976581,4910.054940482077,0.6872830076497362
495,15306.017694365115,4840.305392472589,0.6837645500531115
496,15335.350428687247,4850.296603387512,0.6837179152871362
497,15499.659287545888,4629.646081750079,0.7013065903022758
498,15241.797179234829,4893.475027222718,0.6789436987201544
499,15425.929836206318,4996.937316216544,0.6760689715774414
500,16029.112447479572,4871.393610748876,0.696090870488911
501,15139.663669702835,4662.750826504755,0.6920175422499146
502,15462.352251968186,4980.5230493993995,0.6778935721914217
503,16072.945387043546,4840.410673072918,0.6988473141347952
504,14774.69052521745,4753.319517310179,0.6782795883814141
505,15892.51673071947,4923.279420462591,0.6902139853692192
506,15203.70396074472,4731.249946096971,0.6888093876128576
507,15769.094798964737,4922.932265619701,0.6878113596004953
508,15648.941423415721,4754.178134991622,0.6961981001553319
509,15931.645400887512,4844.199197214243,0.6959385502677341
510,15616.216289918166,4852.268989333628,0.6892801111837664
511,14758.054225772788,4768.926075216677,0.676859428603505
512,15610.298958875555,4948.745255420473,0.6829820320252892
513,15354.86057951433,4898.486760173854,0.680981358651399
514,15212.684725388342,4853.408185521562,0.6809630730451054
