feature_id,n_points,fit_status,converged,is_bimodal_candidate,gmm_random_seed,gmm_n_init,activation_population,activation_storage_mode,rank_censored,log_mean_low,log_mean_high,log_variance_low,log_variance_high,log_std_low,log_std_high,component_weight_low,component_weight_high,minimum_component_weight,mode_separation,n_iter_1,n_iter_2,bic_1,bic_2,delta_bic,bimodality_score,activation_min,activation_p50,activation_p95,activation_max,candidate_delta_bic_threshold,candidate_min_component_weight,candidate_min_separation,n_documents,discovery_variance_log1p,selected_candidate
390,9901,ok,True,True,20260908,5,analysis_activations,positive,False,5.387137465588779,6.536866827506027,0.18334022784262957,0.3354061637878919,0.4281824702654577,0.579142610924021,0.40697280492698423,0.5930271950730158,0.40697280492698423,2.2575276384343392,2,7,22934.800976140985,22601.66598202122,333.1349941197659,333.1349941197659,105.60009765625,437.4990234375,1361.278564453125,10319.99609375,10.0,0.1,2.0,4052,0.59260786,False
396,770,ok,True,True,20260908,5,analysis_activations,positive,False,4.835074701964291,6.194927730192322,0.17044271862603116,0.3017904135976789,0.412847088673314,0.549354542711425,0.5119456158326781,0.48805438416732194,0.48805438416732194,2.7985221164276592,2,4,1920.0502073714697,1836.9525281667466,83.09767920472314,83.09767920472314,64.68499755859375,224.54186248779297,1027.2304748535155,1696.36328125,10.0,0.1,2.0,107,0.6974887,False
400,29152,ok,True,True,20260908,5,analysis_activations,positive,False,4.901443985090244,5.320339047003171,0.01684529670420827,0.0670251270328695,0.12978943217461225,0.2588921146595035,0.6382961962263982,0.3617038037736017,0.3617038037736017,2.0455769437788955,2,6,7435.184910185783,27.577950970589214,7407.606959215194,7407.606959215194,110.16726684570312,145.4481964111328,269.616372680664,729.7623901367188,10.0,0.1,2.0,3010,0.07550923,False
403,31094,ok,True,True,20260908,5,analysis_activations,positive,False,5.4466586244559885,6.53228206484677,0.13335683502242046,0.12484858563054885,0.36518055126528914,0.35333919345375325,0.45226890357059096,0.5477310964294091,0.45226890357059096,3.021423007913097,2,3,61336.03496139896,56833.17928396062,4502.85567743834,4502.85567743834,124.2403564453125,439.3675842285156,1081.5932983398438,1960.564697265625,10.0,0.1,2.0,4282,0.4206657,False
408,662,ok,True,True,20260908,5,analysis_activations,positive,False,5.22170880342563,6.455684432751178,0.1605085870664912,0.20126474469172237,0.4006352294375661,0.4486253946130584,0.5748267317069916,0.42517326829300833,0.42517326829300833,2.9013712659337574,2,3,1495.8782108921391,1425.5795952067751,70.29861568536398,70.29861568536398,95.09375,287.1968994140625,1128.194580078125,1777.888671875,10.0,0.1,2.0,540,0.55081636,False
419,15035,ok,True,True,20260908,5,analysis_activations,positive,False,5.4749338266805045,6.971087680965728,0.2532014720300818,0.19359256036673014,0.5031912877128158,0.43999154579006416,0.4776367093062111,0.522363290693789,0.4776367093062111,3.1654654057474763,2,3,38961.94111175002,36229.47755412589,2732.463557624127,2732.463557624127,99.35205078125,552.0509033203125,1856.367578125,3006.538818359375,10.0,0.1,2.0,3193,0.78061444,False
433,3180,ok,True,True,20260908,5,analysis_activations,positive,False,5.388367989341177,6.674498925111588,0.27624674509699254,0.2280684095435715,0.5255918046326374,0.4775650840917618,0.5138676339405498,0.48613236605945026,0.48613236605945026,2.5612334963871484,2,4,7748.207665405631,7532.204594694886,216.0030707107453,216.0030707107453,79.0777587890625,407.8890686035156,1442.9870666503905,2122.37255859375,10.0,0.1,2.0,2001,0.66625,False
452,12025,ok,True,True,20260908,5,analysis_activations,positive,False,5.231204357704146,5.942061137256176,0.054299662788652184,0.14700689902485667,0.2330228803972953,0.3834147871755296,0.6135812124847765,0.38641878751522346,0.38641878751522346,2.240619657496262,2,5,15373.627849933317,13358.50112671115,2015.1267232221671,2015.1267232221671,128.80148315429688,224.35635375976562,599.4605834960937,1530.7188720703125,10.0,0.1,2.0,3724,0.20994958,False
471,41897,ok,True,True,20260908,5,analysis_activations,positive,False,5.483540876934864,6.813663628373862,0.21623212610066467,0.19423998965920522,0.46500766241070124,0.44072666093532986,0.49761843751400037,0.5023815624859996,0.49761843751400037,2.936059753397835,2,3,100708.51589643299,95379.40857684946,5329.107319583534,5329.107319583534,105.4046630859375,474.7210693359375,1596.2255615234374,2604.9404296875,10.0,0.1,2.0,5270,0.64749444,False
521,31105,ok,True,True,20260908,5,analysis_activations,positive,False,5.04897495750409,6.063280666596648,0.1422864078164018,0.18537505030699714,0.37720870591279015,0.4305520297327573,0.4994088651032981,0.5005911348967019,0.4994088651032981,2.5059429980145604,2,4,61387.571121282694,59306.3885788878,2081.1825423948903,2081.1825423948903,81.12759399414062,254.48782348632812,775.3202392578124,1436.4669189453125,10.0,0.1,2.0,3679,0.4210719,False
531,20798,ok,True,True,20260908,5,analysis_activations,positive,False,4.9907563473039165,5.4627242276405505,0.021106284786911185,0.07484427658488128,0.1452800219813832,0.2735768202623923,0.6186813456215896,0.3813186543784105,0.3813186543784105,2.1547837001785934,2,6,9898.60370444362,5198.504219853978,4700.099484589642,4700.099484589642,117.87518310546875,163.42294311523438,321.070307922363,737.4271240234375,10.0,0.1,2.0,1629,0.09415158,False
534,6132,ok,True,True,20260908,5,analysis_activations,positive,False,5.370538582146492,5.970480044642443,0.03685801993599568,0.09749199410410446,0.19198442628503928,0.3122370799634541,0.6485876262159738,0.3514123737840263,0.3514123737840263,2.314754927205358,2,4,5371.870068722259,4219.500431044224,1152.3696376780354,1152.3696376780354,159.10198974609375,246.01058959960938,542.94736328125,1148.4219970703125,10.0,0.1,2.0,1282,0.1402236,False
536,4608,ok,True,True,20260908,5,analysis_activations,positive,False,4.9560793576211735,5.711443925095916,0.06043502986953271,0.13917529542866794,0.24583537147760634,0.3730620530537352,0.5798463763775524,0.4201536236224477,0.4201536236224477,2.3910029160640693,2,5,6371.819671620696,5740.735971830061,631.0836997906345,631.0836997906345,95.6287841796875,179.19338989257812,475.55056152343667,942.4207153320312,10.0,0.1,2.0,2393,0.23257399,False
