candidate_id,control_id,candidate_js,control_js,difference,approx_low,approx_high,candidate_document_excess,control_document_excess,control_document_p,control_token_identity_p
296,2966,0.12906435012627515,0.012273170792335425,0.11679117933393973,0.11316521501971107,0.1204171436481684,0.053160346687069704,0.0015954430359440275,0.0001,0.0001
10392,18791,0.4971610227097126,0.038451819493625125,0.45870920321608744,0.43869420515692786,0.478724201275247,0.042702322117941116,0.0029096968816175253,0.0001,0.0001
28027,7087,0.10669788093879116,0.053502230176499015,0.05319565076229215,0.04629866556944247,0.06009263595514183,0.021668125781772532,0.01154742543914912,0.0001,0.0001
35053,19741,0.22470327325452283,0.047184387526271326,0.1775188857282515,0.16409697306995497,0.19094079838654804,0.02091775264066184,0.003511185353443691,0.0001,0.0001
