n_low,n_high,documents_low,documents_high,assignment_rate,document_p,document_null_mean,document_null_p95,document_movable_fraction,token_identity_p,token_identity_null_mean,token_identity_null_p95,token_identity_movable_fraction,js_ci_low,js_ci_high,js_bootstrap_se,js_bootstrap_bias,js_bootstrap_percentile_low,js_bootstrap_percentile_high,bootstrap_valid,null_excess,null_excess_kind,js_bits,neighbor_jaccard,shared_rank_spearman,shared_neighbors,cosine,conditional_l1,conditional_mass_change,status,partner_count,feature_id,candidate_id,role,discovery_delta_bic,document_q_bh,document_q_by,token_identity_q_bh,token_identity_q_by
72394,44144,4636,3000,0.6528520049746227,0.0001,0.012002206989025025,0.012148375776406067,0.6069093342943932,0.0001,0.016615374028625042,0.01682536841785983,0.5887950711355953,0.031604761071991595,0.03446404936503462,0.000729410278837506,0.0033275846633696593,0.03496622360510875,0.03777556160589957,1000,0.021032198229488083,document,0.033034405218513106,0.42857142857142855,0.35664335664335667,12,0.9387783399937611,21.42677176067539,-0.14552076279092319,ok,21038,141,141,candidate,31080.32696226015,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
40470,22060,5340,3955,0.6797330202626315,0.0001,0.029935394900836732,0.030397331702087,0.38722213337597955,0.0001,0.03887379313355518,0.03925932850676604,0.5055173516711978,0.060727163142943866,0.06383618210491991,0.0007931170821367479,0.004089794973771682,0.06486992588295712,0.06793157628286707,1000,0.03234627772309516,document,0.06228167262393189,0.2903225806451613,0.6833333333333333,9,0.906433501699119,28.903460539925145,2.0016660539656357,ok,18064,1247,1247,candidate,24917.988102999196,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
40107,22912,5714,5066,0.6852572745857074,0.0001,0.022953904451273772,0.023361496697298374,0.3080658214189371,0.0001,0.03451356637365731,0.03480653961987014,0.3125723988003618,0.04419236937115542,0.04663523316977228,0.0006231795404634856,0.0040754785477689695,0.048265871881901075,0.05073455116730495,1000,0.022459896819190077,document,0.04541380127046385,0.7391304347826086,0.7058823529411765,17,0.952496161785905,24.19831238709497,1.1216435194374696,ok,19805,4714,4714,candidate,24482.457963760724,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
44783,22301,5069,3581,0.6825873279133894,0.0001,0.024989171764172913,0.02534681579605164,0.4054618090751893,0.0001,0.02268686460671071,0.023051524089245604,0.6128286923856657,0.04743808343060146,0.05068916630474034,0.0008293578760558354,0.004448406495872394,0.0519057109949236,0.05516102890810716,1000,0.024074453103497987,document,0.0490636248676709,0.42857142857142855,0.1958041958041958,12,0.9175849445174793,25.896754074042853,0.1468316196614694,ok,19320,129,129,candidate,24277.576045236026,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
46427,31607,5739,4799,0.6886953144995455,0.0001,0.020595070342369994,0.020941840222162916,0.6026860086628906,0.0001,0.02092471846924893,0.0212239165647176,0.6764487274777661,0.055066052089598416,0.058236620640997064,0.0008088185080098574,0.004620624375754688,0.059649519472286076,0.06283461050486557,1000,0.036056266022927747,document,0.05665133636529774,0.2903225806451613,0.3666666666666667,9,0.8480423217114299,24.170458888866886,-3.300220921549446,ok,21892,839,839,candidate,23725.992235421887,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
44263,28593,5287,4772,0.6555748517542044,0.0001,0.0200107144946406,0.02038762290771477,0.40116119468540684,0.0001,0.029082245080582783,0.02939160688511003,0.6475101570220709,0.049178383080974046,0.0514434021375546,0.000577810983821568,0.0032992862422748237,0.052457186440207935,0.05470721066381411,1000,0.03030017811462372,document,0.05031089260926432,0.6,0.5214285714285714,15,0.9202197371178062,24.414747872969492,0.5372653846738729,ok,19538,1199,1199,candidate,21292.47428937661,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
27905,21111,5156,4434,0.6519732379191551,0.0001,0.03199939817444485,0.03262503484632202,0.3381956912028725,0.0001,0.04525984668157862,0.045697858383218756,0.5786069854741309,0.06118225544751468,0.06508173086193586,0.0009947641363319347,0.004797994295820077,0.06603499970121002,0.06996603253859912,1000,0.03113259498028042,document,0.06313199315472527,0.5384615384615384,0.7318681318681319,14,0.9064051884303777,27.837515465794485,-1.5534374576659928,ok,18781,1827,1827,candidate,18235.337144061035,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
53555,36314,5454,4853,0.6827187504748014,0.0001,0.015501920848159935,0.015755881424582976,0.41729628681747877,0.0001,0.024000296629005106,0.024236930647227397,0.37769419933458703,0.0382155092857797,0.039803088794969105,0.0004049947727523983,0.0027751741903595945,0.040961833257075975,0.042536973895724854,1000,0.02350737819221447,document,0.0390092990403744,0.7391304347826086,0.931372549019608,17,0.9614773944531907,21.820532792877067,0.004396294425220049,ok,20394,905,905,candidate,17578.083279162005,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
36260,22725,4737,3584,0.7456545098287087,0.0001,0.029985264507706406,0.03050234909653899,0.4369755022463338,0.0001,0.05678625750393745,0.05726298355393748,0.3373230482326015,0.07804669634051341,0.08144230958113004,0.0008662278675042415,0.0035915196390658294,0.08165520156108873,0.08501432404604793,1000,0.04975923845311532,document,0.07974450296082172,0.42857142857142855,0.6643356643356644,12,0.8869796085087704,31.68722233447835,-0.0440915658030292,ok,16555,2193,2193,candidate,17437.73777251267,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
23013,14437,4299,1672,0.6761392359355817,0.0001,0.02329599213999738,0.023578713503513513,0.41551401869158877,0.0001,0.015560051380363395,0.015873038932276585,0.4200267022696929,0.02133665196416848,0.028667336453783394,0.0018700725738813562,0.009834068188222769,0.03155095388980581,0.03890183811903172,1000,0.001706002068978557,document,0.025001994208975937,0.7391304347826086,0.877450980392157,17,0.9610278306668927,16.800068207590794,1.0265429147908236,ok,19156,6846,6846,candidate,16687.286241468588,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
