n_low,n_high,documents_low,documents_high,assignment_rate,document_p,document_null_mean,document_null_p95,document_movable_fraction,token_identity_p,token_identity_null_mean,token_identity_null_p95,token_identity_movable_fraction,js_ci_low,js_ci_high,js_bootstrap_se,js_bootstrap_bias,js_bootstrap_percentile_low,js_bootstrap_percentile_high,bootstrap_valid,null_excess,null_excess_kind,js_bits,neighbor_jaccard,shared_rank_spearman,shared_neighbors,cosine,conditional_l1,conditional_mass_change,status,partner_count,feature_id,candidate_id,role,discovery_delta_bic,document_q_bh,document_q_by,token_identity_q_bh,token_identity_q_by
43594,29272,5284,4185,0.6639513057423505,0.0001,0.034320708442701464,0.03473719891363809,0.4123733977438037,0.0001,0.02602593233215918,0.026392181416116035,0.707504185765652,0.0628167782345407,0.06650921448704224,0.0009419480235973346,0.0037205981318024495,0.06656212217238162,0.07022413424081622,1000,0.030342287918090002,document,0.06466299636079147,0.42857142857142855,0.04195804195804196,12,0.8884584005477808,29.53145476284356,-0.39476977420025605,ok,17608,1284,1284,candidate,16589.463941112335,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
21586,12177,4554,3148,0.6745854145854145,0.0001,0.025388926392873035,0.025978981685580105,0.3160560376743773,0.0001,0.03056642020090326,0.030994417830145844,0.6853360187187157,0.04672456018278623,0.050987903734789564,0.001087587640817177,0.006692272844891239,0.053536958441842544,0.05770486116244918,1000,0.02346730556591486,document,0.048856231958787896,0.6,0.7178571428571427,15,0.9412401124667046,24.12386389135434,0.7500647111426915,ok,15469,7122,7122,candidate,14848.486921273143,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
37807,25453,5325,4665,0.627685224690672,0.0001,0.022752489100987743,0.023109238680245302,0.31762567183054063,0.0001,0.02693832961151133,0.027225904164484185,0.31926968068289596,0.039372815873010274,0.04150200742245184,0.0005431611095514188,0.0032997036127037638,0.042689209189864546,0.04479237626034291,1000,0.017684922546743313,document,0.040437411647731056,0.6,0.9285714285714284,15,0.9683567210080092,22.903702325972823,-0.596244430323182,ok,16729,87,87,candidate,13828.033639110014,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
19587,9913,4561,2670,0.6713394929680033,0.0001,0.01883023373835269,0.01916054473834206,0.2868813559322034,0.0001,0.016813679545682587,0.017134889047513632,0.5274237288135594,0.026120895920774368,0.02996282475896232,0.000980083887292845,0.009317817828195338,0.035469847806505965,0.03944362105948034,1000,0.009211626601515654,document,0.028041860339868344,0.7391304347826086,0.8039215686274511,17,0.9589830499058395,18.44257722535268,1.4600130390536776,ok,16449,14064,14064,candidate,13290.440282980382,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
20005,10511,5258,3736,0.6641709833282549,0.0001,0.023640632324057817,0.024055193698367373,0.20474505177611746,0.0001,0.02835012883969534,0.028636860420069778,0.1706973391007996,0.030399487937912032,0.033509444007523044,0.0007933561402068912,0.007392115613994672,0.037770208085831196,0.04088558388927532,1000,0.008313833648659723,document,0.03195446597271754,0.6,0.33571428571428563,15,0.9543780928980253,18.958918414245737,2.3745469730940485,ok,15299,34492,34492,candidate,12903.73266894761,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
14728,7797,3864,2099,0.704699036415968,0.0001,0.025871557301676607,0.026354180462868367,0.28705882352941176,0.0001,0.031204444822970575,0.0316255196989814,0.2601997780244173,0.0382716012730867,0.042561220697882894,0.0010942906695908668,0.008655345273198653,0.04708163033923856,0.051279618257949675,1000,0.01454485368380819,document,0.0404164109854848,0.7391304347826086,0.8921568627450982,17,0.9491324669198918,23.329208918010984,3.0748765158983673,ok,13804,6629,6629,candidate,12362.811107736641,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
23425,13748,3712,2027,0.6522265501631751,0.0001,0.027286936646834667,0.027704749280966758,0.4286713474833885,0.0001,0.024692663815568394,0.02508660436986997,0.4995292282032658,0.04651204553692639,0.05073896221636349,0.0010782950712849742,0.006142554683665785,0.052760430041047114,0.05703527497767771,1000,0.02133856722981027,document,0.04862550387664494,0.3793103448275862,0.3727272727272728,11,0.9322370429382798,24.49598176228369,-0.5028653932082534,ok,13565,252,252,candidate,12341.0117252259,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
19022,9094,4352,2511,0.6791960575901054,0.0001,0.020886673377169193,0.02142521346690938,0.2911865130174989,0.0001,0.026315860054089344,0.026702200689219115,0.27126902831128186,0.02961428876992745,0.03494360617036827,0.0013595197450104138,0.009006688690258155,0.038754732063740596,0.044192665421208366,1000,0.011392274092978667,document,0.03227894747014786,0.6666666666666666,0.6725535301282598,16,0.9627514207942972,18.904237987535502,1.0012974108411967,ok,14550,21515,21515,candidate,11962.38909782029,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
27764,18546,2440,1024,0.706656086916715,0.0001,0.024193511458338007,0.024540940171022065,0.5283955949039084,0.0001,0.025296675979609648,0.025651718885538046,0.5029151371194126,0.045919895961179034,0.051894056068357224,0.0015240204355046398,0.007632002872890654,0.053801096363007735,0.05959597308769298,1000,0.02471346455643012,document,0.04890697601476813,0.5384615384615384,0.1032967032967033,14,0.9230666849151915,24.069045648777024,0.49439108274572874,ok,17419,1772,1772,candidate,11805.902301116439,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
18255,10259,3606,1983,0.6667913850758833,0.0001,0.03274583808846942,0.03349436016642978,0.37143157747071615,0.0001,0.04723990302022751,0.04781564557916776,0.4931261836290945,0.06560430896227155,0.0717667918448444,0.001572061959840012,0.006658760996509014,0.07215945046073734,0.07862271988949811,1000,0.03593971231508856,document,0.06868555040355798,0.5384615384615384,0.5648351648351648,14,0.8931420512550707,30.42572136525667,0.018021380989964086,ok,12550,2241,2241,candidate,11543.177617022255,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
12738,7631,4595,3079,0.7347328932655196,0.0001,0.12971634590870165,0.13094191418674947,0.08458932691835633,0.0001,0.12861914950983386,0.1296903253936869,0.11345672345230497,0.13780939339143317,0.15189278735069534,0.0035927025406281084,0.009320914336891944,0.14744953203099553,0.16131826607024122,1000,0.015134744462362598,document,0.14485109037106425,0.21212121212121213,0.7500000000000002,7,0.7323362237314673,46.472908813182976,-4.559585265899088,ok,12432,25249,25249,candidate,11210.512734105643,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
14773,16275,4850,4407,0.718753617149339,0.0001,0.10500450462364588,0.10615904546984534,0.13614403504251482,0.0001,0.11401821156688227,0.11477056129431384,0.12145709868590569,0.12425022352659675,0.1342442652245535,0.0025495004331522295,0.005945755481106818,0.13037936721662882,0.14014626406464967,1000,0.024242739751929226,document,0.1292472443755751,0.17647058823529413,0.5428571428571429,6,0.7539432277012353,44.16003590225578,-3.4854219518461775,ok,13290,11908,11908,candidate,10956.734616801703,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
18930,10928,2678,979,0.6496518711923411,0.0001,0.020555403024176112,0.02085452699015443,0.45659454752495143,0.0001,0.015860813417166112,0.016201624219435773,0.3819076964297676,0.020826231157018715,0.027511455812273936,0.00170541445287123,0.012023919825789112,0.03324965575408542,0.03992408780099917,1000,0.003613440460470213,document,0.024168843484646325,0.6666666666666666,0.7647058823529411,16,0.969906107500057,16.60729523659255,0.5057026967660008,ok,17410,6903,6903,candidate,10881.095693016177,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
16111,12005,3037,1577,0.6527674591381872,0.0001,0.025381178684991203,0.02586939170493482,0.4480011381419832,0.0001,0.02571612743434559,0.02614089909567296,0.5187437757860293,0.043026751497167885,0.04722804776756397,0.001071759252652063,0.007115399391771839,0.050254538144545044,0.054444182195772156,1000,0.019746220947374726,document,0.04512739963236593,0.48148148148148145,0.5494505494505494,13,0.9283878477687593,23.93570227124087,0.2757646937656162,ok,13227,157,157,candidate,10811.69746858492,0.0001,0.0003775958177753507,0.0001,0.0003775958177753507
