feature_id,source,n_low,n_high,documents_low,documents_high,assignment_rate,token_identity_p,token_identity_null_mean,token_identity_null_p95,token_identity_movable_fraction,js_ci_low,js_ci_high,js_bootstrap_se,js_bootstrap_bias,js_bootstrap_percentile_low,js_bootstrap_percentile_high,bootstrap_valid,null_excess,null_excess_kind,js_bits,neighbor_jaccard,shared_rank_spearman,shared_neighbors,cosine,conditional_l1,conditional_mass_change,status,partner_count
1635,fineweb-edu-sample,1631,498,1631,498,1.0,0.001,0.05596765775861123,0.057032389363439656,0.09769844997651479,0.050529656406284935,0.06519995458987583,0.003742423006018085,0.033781677354500696,0.08467008383989298,0.09923573868645592,1000.0,0.0018971477394691474,token_identity,0.05786480549808038,0.3793103448275862,0.7181818181818183,11.0,0.9331260616484772,25.670256747406548,8.237624932593647,ok,3946.0
1635,wikimedia-en,1622,556,1622,556,1.0,0.0052,0.04681165634192113,0.047779509064932335,0.07483930211202938,0.042188924315509316,0.05442685240479807,0.0031219204309410067,0.027955474119258916,0.07047286805921686,0.08281166518877188,1000.0,0.0014962320182325614,token_identity,0.04830788836015369,0.5384615384615384,0.9032967032967033,14.0,0.9414511075037377,23.3537754260217,6.934442335157769,ok,3572.0
1645,fineweb-edu-sample,1036,342,1036,342,1.0,0.0001,0.0643078092371172,0.07070401928727155,0.7525399129172714,0.20815835828553306,0.22970799390548172,0.005497356025497104,0.01958377649257967,0.22832432797048216,0.24964132235299624,1000.0,0.15462536685839018,token_identity,0.2189331760955074,0.3333333333333333,0.8405540732215928,10.0,0.7997580514808007,24.908436632120843,-0.008325995168103617,ok,930.0
1645,wikimedia-en,1472,1117,1472,1117,1.0,0.0001,0.04645072237215387,0.04972937203789396,0.8999613750482812,0.17933184521149287,0.19210086141126753,0.003257402091779248,0.011180852610372327,0.19070258661264775,0.2033008921602441,1000.0,0.13926563093922634,token_identity,0.1857163533113802,0.3793103448275862,0.7442999969128737,11.0,0.768887864526219,25.156630726713637,-0.8605226538476529,ok,1381.0
1844,fineweb-edu-sample,377,2651,377,2651,1.0,0.0001,0.09318444285365847,0.09674241843342421,0.9184280052840158,0.1340857008210025,0.15245116702428,0.00468506790899936,0.04628339913743029,0.1814360903776506,0.19945195082086567,1000.0,0.05008399106898277,token_identity,0.14326843392264124,0.5384615384615384,0.8184823434658374,14.0,0.7501593983409535,24.580583674445457,-0.6602733366218843,ok,3335.0
1844,wikimedia-en,748,2015,748,2015,1.0,0.0001,0.043689128998258525,0.046555108492751913,0.9410061527325371,0.19218514313054438,0.21371702104944565,0.005492825999719713,0.020507111046903642,0.21333821309834924,0.23483900926826737,1000.0,0.1592619530917365,token_identity,0.20295108208999502,0.3793103448275862,0.16363636363636366,11.0,0.7334367104225172,31.38194026087764,-4.22157349292074,ok,2515.0
1892,fineweb-edu-sample,1501,448,1501,448,1.0,0.0001,0.0545631081235899,0.055991987011864267,0.10826064648537712,0.052946170879970486,0.06697488633125408,0.003578753941653978,0.03264918600564913,0.0857865968532527,0.09989201409584518,1000.0,0.00539742048202238,token_identity,0.05996052860561228,0.5384615384615384,0.7612765882773649,14.0,0.920861239365904,23.50996954411345,4.782091700770913,ok,3186.0
1892,wikimedia-en,1895,789,1895,789,1.0,0.0001,0.04982269079741397,0.0507710892956291,0.09314456035767511,0.04822180578103265,0.05766881564506103,0.002409951495925609,0.02035820863158115,0.06858901361838075,0.07814203804371543,1000.0,0.0031226199156328682,token_identity,0.05294531071304684,0.5384615384615384,0.6578661846674339,14.0,0.9185547911732946,22.919669198176777,1.5342355809264063,ok,3481.0
1903,fineweb-edu-sample,1264,261,1264,261,1.0,0.0002,0.0616240227739222,0.06378659039365976,0.09704918032786886,0.05625875648628961,0.07729100938604233,0.0053653706376920185,0.04841810712250515,0.10537627455501723,0.12650020404041676,1000.0,0.005150860162243774,token_identity,0.06677488293616597,0.42857142857142855,0.7543906087591916,12.0,0.9195320072522758,19.274522285270866,2.751297347107041,ok,2410.0
1903,wikimedia-en,834,73,834,73,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_regime_support,
2286,fineweb-edu-sample,1049,189,1049,189,1.0,0.1248,0.07031801045560077,0.07118823002201678,0.006462035541195477,0.05865792454715716,0.08349642148874586,0.006336351260609363,0.04909734243511861,0.10804387415728528,0.13326026221639853,1000.0,0.0007591625623507431,token_identity,0.07107717301795151,0.5384615384615384,0.8593406593406594,14.0,0.9404161890617047,24.185129702765543,2.3058291847614925,ok,2306.0
2286,wikimedia-en,1687,290,1687,290,1.0,0.043,0.06099908822054564,0.06188103496163538,0.02276176024279211,0.0527997395246511,0.07103363400211626,0.0046515036932309115,0.03937567550757042,0.09266864604313155,0.11127539195900658,1000.0,0.000917598542838044,token_identity,0.06191668676338368,0.7391304347826086,0.7941176470588236,17.0,0.9486567269356979,25.448384195572636,2.121470474010181,ok,3256.0
2377,fineweb-edu-sample,1053,130,1053,130,1.0,0.0001,0.14313066752343093,0.15169640595557665,0.13186813186813187,0.1617389000503116,0.21028462011770094,0.012384112262089115,0.058050274026732435,0.22131413034798775,0.2697843565695567,1000.0,0.042881092560575346,token_identity,0.18601176008400627,0.2903225806451613,-0.049999999999999996,9.0,0.7620951839052413,29.809401709401712,5.38452041785375,ok,1756.0
2377,wikimedia-en,1811,448,1811,448,1.0,0.0001,0.12667027865487474,0.13126763880534892,0.2412571934484285,0.15940901072626548,0.1850489506219438,0.0065408009937954845,0.02903366929565382,0.18955727844151055,0.21564677141297983,1000.0,0.0455587020192299,token_identity,0.17222898067410464,0.3793103448275862,0.39090909090909093,11.0,0.78078309148241,34.741150311587916,2.2806731679419414,ok,2756.0
3136,fineweb-edu-sample,1818,953,1818,953,1.0,0.002,0.035835236196103765,0.03615363323885044,0.020570191266690727,0.03306054624289185,0.03972318359355558,0.0016996523853734001,0.02284525698908571,0.05601037728279386,0.06297620512298384,1000.0,0.0005566287221199506,token_identity,0.036391864918223715,0.6666666666666666,0.7755704822266803,16.0,0.9608250474990069,21.147017062671637,4.883543600949807,ok,4855.0
3136,wikimedia-en,1775,660,1775,660,1.0,0.0068,0.0426153825210639,0.04309586087828756,0.02751540041067762,0.038676720644277546,0.0479375022315167,0.002362444282458967,0.02477103182245228,0.06379661364342079,0.07274219763004902,1000.0,0.000691728916833223,token_identity,0.043307111437897124,0.48148148148148145,0.7967032967032966,13.0,0.9474700143615966,22.66297481860862,4.361899274434478,ok,4008.0
6756,fineweb-edu-sample,1161,200,1161,200,1.0,0.0004,0.10151645446768402,0.1046477523269792,0.060249816311535635,0.09219379221606484,0.12265160835383078,0.007769851055552533,0.05979571119237488,0.15316500751935824,0.18346506320224748,1000.0,0.005906245817263789,token_identity,0.10742270028494781,0.42857142857142855,0.46234746910330854,12.0,0.8757196846181843,25.353501291989666,4.257807924203284,ok,2559.0
6756,wikimedia-en,1216,195,1216,195,1.0,0.0001,0.10750493034256749,0.11165506779833587,0.09425939050318922,0.10178025126607175,0.1385570632156422,0.009381839783053689,0.05034605123847871,0.15271946113994248,0.1890873607142198,1000.0,0.012663726898289498,token_identity,0.12016865724085699,0.3793103448275862,0.4727272727272727,11.0,0.8401877631527276,28.20929065452092,3.4840376180836756,ok,2228.0
7511,fineweb-edu-sample,643,96,643,96,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_regime_support,
7511,wikimedia-en,762,86,762,86,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_regime_support,
8532,fineweb-edu-sample,1105,234,1105,234,1.0,0.0291,0.08958722968619579,0.09088848456787833,0.04779686333084392,0.07886204469793015,0.10325896445242855,0.006223704019004693,0.0470840937866291,0.1265087287577756,0.15071284281865496,1000.0,0.001473274888983564,token_identity,0.09106050457517935,0.2903225806451613,0.7521008403361346,9.0,0.8778784617067552,26.087481146304675,5.511814982403216,ok,2476.0
8532,wikimedia-en,1595,556,1595,556,1.0,0.0001,0.06714852140424242,0.06857311550513674,0.15016271501627151,0.06499598221869408,0.0799276616947323,0.0038091019071526074,0.026040112624701003,0.09120876847756199,0.10629412351675264,1000.0,0.0053133005524707705,token_identity,0.07246182195671319,0.42857142857142855,0.6153846153846154,12.0,0.9111816348861289,26.52584064409914,3.8630815723596754,ok,3170.0
10392,fineweb-edu-sample,2259,149,2259,149,1.0,0.0009,0.3494408310642571,0.3521857792945773,0.010382059800664452,0.3270341474544144,0.3814896920111529,0.013891720550188388,0.060362423623070205,0.39154526036214166,0.44335939709284916,1000.0,0.004821088668526541,token_identity,0.35426191973278365,0.05263157894736842,,2.0,0.5274440746108793,58.29556642928659,-7.3495221203181345,ok,4569.0
10392,wikimedia-en,1841,914,1841,914,1.0,0.0042,0.7257874480532833,0.7266724529938615,0.010163339382940109,0.7077355905734598,0.7465720675421502,0.009907264532829193,0.012762873612902181,0.7197088603360015,0.7589616800415254,1000.0,0.0013663810045216884,token_identity,0.727153829057805,0.02564102564102564,,1.0,0.14149487906859703,94.30022808933876,-12.159748115202348,ok,3649.0
12335,fineweb-edu-sample,2295,634,2295,634,1.0,0.1066,0.09365216081893916,0.09418662989455985,0.0054626152270399455,0.08364087202801457,0.10450468589619522,0.005322401496984862,0.032242090575100885,0.11635072274496117,0.1375577032491622,1000.0,0.0004206181431657269,token_identity,0.09407277896210489,0.2903225806451613,0.5,9.0,0.8375802144798097,34.24586159735538,2.929022769289972,ok,5278.0
12335,wikimedia-en,1963,900,1963,900,1.0,0.0001,0.09352755522905146,0.09447763509657099,0.022004889975550123,0.0863047333059842,0.10603754476686536,0.005033880474714581,0.02043373813576528,0.10737997699823519,0.12690940818803534,1000.0,0.002643583807373326,token_identity,0.09617113903642478,0.3793103448275862,0.3727272727272728,11.0,0.8412643007031004,35.59661346012339,4.460097922680717,ok,4215.0
17857,fineweb-edu-sample,153,7,153,7,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_regime_support,
17857,wikimedia-en,1446,309,1446,309,1.0,0.0001,0.06501212964167359,0.06744560475993759,0.15384615384615385,0.06409427820658875,0.08413776313413043,0.005113133910087165,0.04492408153796812,0.10942703167719656,0.1297719554464113,1000.0,0.009103891028686,token_identity,0.07411602067035959,0.42857142857142855,0.8041958041958043,12.0,0.9151788291479125,22.395036860975708,1.8858451167599881,ok,2839.0
28027,fineweb-edu-sample,2088,787,2088,787,1.0,0.0001,0.1228316494498146,0.12406660432076536,0.05565217391304348,0.11483713482179946,0.1389192671095391,0.00614340109381114,0.029818026442718915,0.14446611123547753,0.1685951961808661,1000.0,0.004046551515854688,token_identity,0.1268782009656693,0.21212121212121213,0.42857142857142866,7.0,0.7498021080010736,38.693475027628075,-3.3078613435764055,ok,5155.0
28027,wikimedia-en,1751,1052,1751,1052,1.0,0.0001,0.1022083535669778,0.10379270393378692,0.09596860506600072,0.10025628866168565,0.11966433942550331,0.004951033358116751,0.019779297571023466,0.12018918826577048,0.1395084098781377,1000.0,0.007751960476616679,token_identity,0.10996031404359448,0.2903225806451613,0.19999999999999998,9.0,0.7985564328712041,35.51348984719215,-1.155651957708038,ok,4115.0
35053,fineweb-edu-sample,1614,623,1614,623,1.0,0.0318,0.23514103158433838,0.23618512003883035,0.013410818059901655,0.22004167704406088,0.2525434474301171,0.008291267955626588,0.03091033950525307,0.2519005747120884,0.2837636743171799,1000.0,0.0011515306527506153,token_identity,0.236292562237089,0.05263157894736842,,2.0,0.5063895325015393,48.8509341416697,-6.736917740238404,ok,4081.0
35053,wikimedia-en,1906,424,1906,424,1.0,0.2405,0.27990044423428584,0.28146554123429784,0.025321888412017168,0.2574079317643853,0.30348484162529005,0.01175431374002671,0.033436866714447844,0.2911380648010646,0.33849324429581407,1000.0,0.0005459424605518404,token_identity,0.2804463866948377,0.08108108108108109,0.5,3.0,0.45989477198284856,53.8066037735849,-9.389435546140284,ok,3486.0
