feature_id,source,n_low,n_high,documents_low,documents_high,assignment_rate,token_identity_p,token_identity_null_mean,token_identity_null_p95,token_identity_movable_fraction,js_ci_low,js_ci_high,js_bootstrap_se,js_bootstrap_bias,js_bootstrap_percentile_low,js_bootstrap_percentile_high,bootstrap_valid,null_excess,null_excess_kind,js_bits,neighbor_jaccard,shared_rank_spearman,shared_neighbors,cosine,conditional_l1,conditional_mass_change,status,partner_count
72,fineweb-edu-sample,927,364,927,364,1.0,0.0001,0.046381378917344646,0.047554301731734215,0.13400464756003097,0.04225566238940666,0.05574287564922778,0.0034406156275053872,0.03591608025632436,0.07855059002009232,0.09208350561203195,1000.0,0.002617890101972574,token_identity,0.04899926901931722,0.5384615384615384,0.7797375743234879,14.0,0.9429507803493125,18.518415780551702,3.251798902284335,ok,2359.0
72,wikimedia-en,1361,367,1361,367,1.0,0.0001,0.057577098753985693,0.05905360982775447,0.09027777777777778,0.05485158473378588,0.07034533151839624,0.0039524864246455,0.03660990381310625,0.09191798753487884,0.10686388758421511,1000.0,0.00502135937210537,token_identity,0.06259845812609106,0.48148148148148145,0.8571428571428571,13.0,0.9308048637608067,22.615795806497466,1.426960061022612,ok,2962.0
296,fineweb-edu-sample,1027,1022,1027,1022,1.0,0.0001,0.10584294675674226,0.10707076227068245,0.31137140068326014,0.10276605321427663,0.1146471397453913,0.00303088942120272,0.020118794655443584,0.12286813267409841,0.1346217989040207,1000.0,0.0028636497230917074,token_identity,0.10870659647983397,0.6,0.42142857142857143,15.0,0.8258743489153031,25.73081782098602,-0.9330522087588164,ok,2670.0
296,wikimedia-en,707,1638,707,1638,1.0,0.0001,0.14490564928804367,0.14793462211309358,0.567590618336887,0.15369673925025235,0.17244400532856746,0.004782465836304874,0.016229924526811768,0.16971397014079134,0.18908044184922868,1000.0,0.018164723001366234,token_identity,0.1630703722894099,0.3333333333333333,0.8060606060606059,10.0,0.7913268517834283,32.364904072824864,-1.232262237212737,ok,2205.0
575,fineweb-edu-sample,1666,1346,1666,1346,1.0,0.0001,0.04024466708200182,0.04058598156062882,0.025232403718459494,0.038395266596187444,0.04385534364774778,0.001392876798867433,0.017607077891283053,0.05603833809053743,0.0615639375186347,1000.0,0.0008806380399657907,token_identity,0.04112530512196761,0.5384615384615384,0.7018706117354896,14.0,0.9600932117827254,24.841649884322226,5.415939629938151,ok,4868.0
575,wikimedia-en,1785,1105,1785,1105,1.0,0.0001,0.045332081374927405,0.04579452895782865,0.027335640138408304,0.04318905955050566,0.04995010709250286,0.001724757026019695,0.016354198950456846,0.05975732983389706,0.06641352990930947,1000.0,0.0012375019465768536,token_identity,0.04656958332150426,0.6666666666666666,0.7431937258528909,16.0,0.9552771494892485,26.56436112906701,5.367032967032969,ok,4172.0
665,fineweb-edu-sample,1603,1419,1603,1419,1.0,0.0001,0.04683351953881847,0.04724970782680269,0.024818001323626736,0.04487079621862151,0.05104668830504406,0.0015754826751077935,0.018418327460211485,0.06347569454960117,0.06954200754695855,1000.0,0.0011252227230143103,token_identity,0.04795874226183278,0.6,0.7571428571428571,15.0,0.943497064443813,24.304261697477905,1.583221118612613,ok,4808.0
665,wikimedia-en,1660,1025,1660,1025,1.0,0.0001,0.06786141960877863,0.06883317849553827,0.027188081936685288,0.06497641426204953,0.07511931255449367,0.002587474054194934,0.018751810769856103,0.08399327416940089,0.09393329186793441,1000.0,0.002186443799492968,token_identity,0.0700478634082716,0.5384615384615384,0.8197802197802198,14.0,0.9238075944760219,28.486605935938883,-1.6179841316485408,ok,4001.0
710,fineweb-edu-sample,1531,307,1531,307,1.0,0.0001,0.06194739165744641,0.0634066949149538,0.06365614798694233,0.05549946622254176,0.07448658005744538,0.004843651488495823,0.045022274201037646,0.10047333466806146,0.1195850269272422,1000.0,0.003045631482547162,token_identity,0.06499302313999357,0.6,0.6418981981480668,15.0,0.9304407890543666,22.962248174002216,3.9966575677050074,ok,3232.0
710,wikimedia-en,484,45,484,45,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_regime_support,
802,fineweb-edu-sample,1637,385,1637,385,1.0,0.1313,0.05508835341859672,0.05646334424241446,0.11918892185954501,0.047429394472710495,0.06457415733324438,0.0043736639950341565,0.04807726121769527,0.09629267142977327,0.11341218042028069,1000.0,0.0009134224843807201,token_identity,0.05600177590297744,0.6,0.8773532090902144,15.0,0.9373214670669233,18.086510801355026,1.796598148339136,ok,3505.0
802,wikimedia-en,780,101,780,101,1.0,0.3144,0.22801933793519844,0.23140480297276722,0.03745743473325766,0.1740640868614351,0.28406205424625874,0.028060705965516238,0.06533534336009436,0.24316359054031544,0.34994915605914934,1000.0,0.0010437326186484852,token_identity,0.22906307055384692,0.1111111111111111,0.7378647873726218,4.0,0.6016735686628482,30.474435135821274,11.332267072861143,ok,1395.0
863,fineweb-edu-sample,2023,642,2023,642,1.0,0.0004,0.042885903064622366,0.04364748026709159,0.06641651031894934,0.03914372746495028,0.04964149623275355,0.002678002236684508,0.03240458431623207,0.07180161822102783,0.08243912312015109,1000.0,0.0015067087842295518,token_identity,0.04439261184885192,0.7391304347826086,0.8058992384513481,17.0,0.9569710724968865,21.191231522845534,4.488239605902834,ok,4623.0
863,wikimedia-en,1749,455,1749,455,1.0,0.0003,0.05043919451546995,0.051636858222083394,0.0794010889292196,0.046167283405167785,0.059804544950796366,0.0034788932514358624,0.033406788833912814,0.07998971896071984,0.09343549441402134,1000.0,0.0025467196625121244,token_identity,0.052985914177982076,0.7391304347826086,0.7107843137254903,17.0,0.9535688856610336,22.206644927399644,4.220784247199347,ok,3535.0
1076,fineweb-edu-sample,257,2637,257,2637,1.0,0.0583,0.808334050328191,0.8362327176095987,0.0024187975120939877,0.8005813039583579,0.8718841312608395,0.01818949676083713,0.008419433609704097,0.8069007883841078,0.8740423194634367,1000.0,0.027898667281407774,token_identity,0.8362327176095987,0.0,,0.0,0.0858470425629518,66.86727194120189,12.151796715109285,ok,796.0
1076,wikimedia-en,72,2760,72,2760,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_regime_support,
