feature_id,source,binary_native_cosine,binary_native_orthogonal_cosine,decoder_low_neighbor_jaccard,decoder_high_neighbor_jaccard,decoder_neighbor_ids
72,fineweb-edu-sample,0.9188372557955412,0.8658858794333227,0.02564102564102564,0.05263157894736842,"[108, 180, 296, 408, 471, 591, 609, 628, 888, 1002, 1040, 1051, 1137, 1192, 1213, 1389, 1400, 1776, 2066, 62808]"
72,wikimedia-en,0.9710586759805749,0.9615009573126644,0.02564102564102564,0.02564102564102564,"[108, 180, 296, 408, 471, 591, 609, 628, 888, 1002, 1040, 1051, 1137, 1192, 1213, 1389, 1400, 1776, 2066, 62808]"
296,fineweb-edu-sample,0.6257626266335171,0.7748823920304798,0.1111111111111111,0.1111111111111111,"[108, 180, 383, 408, 459, 591, 609, 628, 1049, 1137, 1213, 1272, 1389, 1400, 1725, 2066, 2067, 45907, 58585, 62808]"
296,wikimedia-en,0.45326658052558016,0.8543761255642661,0.02564102564102564,0.08108108108108109,"[108, 180, 383, 408, 459, 591, 609, 628, 1049, 1137, 1213, 1272, 1389, 1400, 1725, 2066, 2067, 45907, 58585, 62808]"
575,fineweb-edu-sample,0.9805556640321937,0.9389165587640459,0.0,0.0,"[1213, 11979, 14364, 16179, 17206, 24530, 41307, 42536, 43137, 45907, 46400, 49764, 56794, 58554, 58585, 59225, 60070, 62808, 63993, 64577]"
575,wikimedia-en,0.9913117429734644,0.9694280537242668,0.0,0.0,"[1213, 11979, 14364, 16179, 17206, 24530, 41307, 42536, 43137, 45907, 46400, 49764, 56794, 58554, 58585, 59225, 60070, 62808, 63993, 64577]"
665,fineweb-edu-sample,0.9160180321864894,0.8152919321190935,0.0,0.02564102564102564,"[108, 131, 180, 408, 591, 609, 628, 821, 1002, 1030, 1049, 1137, 1174, 1213, 1334, 1375, 1389, 1976, 2066, 2196]"
665,wikimedia-en,0.9776958669435959,0.9426780037584368,0.0,0.0,"[108, 131, 180, 408, 591, 609, 628, 821, 1002, 1030, 1049, 1137, 1174, 1213, 1334, 1375, 1389, 1976, 2066, 2196]"
710,fineweb-edu-sample,0.9499727857856481,0.9084949157504356,0.02564102564102564,0.0,"[37, 108, 180, 471, 523, 591, 609, 705, 1002, 1030, 1040, 1049, 1137, 1192, 1389, 1400, 1976, 2066, 2196, 58554]"
802,fineweb-edu-sample,0.9539430993257674,0.9450448369090073,0.02564102564102564,0.02564102564102564,"[26, 209, 489, 537, 686, 705, 860, 916, 1002, 1137, 1143, 1334, 1513, 1704, 1758, 1844, 1966, 2196, 2325, 15363]"
802,wikimedia-en,0.9237526649257561,0.9210643508354711,0.02564102564102564,0.0,"[26, 209, 489, 537, 686, 705, 860, 916, 1002, 1137, 1143, 1334, 1513, 1704, 1758, 1844, 1966, 2196, 2325, 15363]"
863,fineweb-edu-sample,0.9898991367199931,0.9862891748221672,0.02564102564102564,0.02564102564102564,"[171, 679, 916, 948, 1347, 1530, 1591, 1932, 2103, 2646, 13011, 15783, 20867, 41307, 42401, 44317, 45781, 50797, 56794, 64241]"
863,wikimedia-en,0.9949585872145024,0.9935005488847177,0.02564102564102564,0.02564102564102564,"[171, 679, 916, 948, 1347, 1530, 1591, 1932, 2103, 2646, 13011, 15783, 20867, 41307, 42401, 44317, 45781, 50797, 56794, 64241]"
1076,fineweb-edu-sample,0.6842213053935092,0.6571279637460496,0.0,0.0,"[119, 250, 265, 442, 491, 617, 694, 763, 1255, 1416, 1700, 1918, 1955, 1978, 2029, 2037, 2050, 9661, 48446, 52763]"
1635,fineweb-edu-sample,0.7647743647262134,0.698204166379714,0.02564102564102564,0.02564102564102564,"[29, 161, 171, 464, 686, 948, 1079, 1156, 1285, 1293, 1389, 1530, 1672, 1844, 1905, 2061, 2076, 2221, 6747, 10467]"
1635,wikimedia-en,0.9770833951462377,0.9722557722841173,0.0,0.02564102564102564,"[29, 161, 171, 464, 686, 948, 1079, 1156, 1285, 1293, 1389, 1530, 1672, 1844, 1905, 2061, 2076, 2221, 6747, 10467]"
1645,fineweb-edu-sample,-0.07967894089717863,0.7809869495277478,0.0,0.0,"[119, 250, 265, 442, 491, 514, 1124, 1255, 1416, 1580, 1605, 1700, 1709, 1918, 1955, 1978, 2037, 9661, 48446, 52763]"
1645,wikimedia-en,0.6844045002083957,0.7612957025344399,0.0,0.0,"[119, 250, 265, 442, 491, 514, 1124, 1255, 1416, 1580, 1605, 1700, 1709, 1918, 1955, 1978, 2037, 9661, 48446, 52763]"
1844,fineweb-edu-sample,0.8412804663897709,0.8669592017482233,0.0,0.0,"[108, 148, 180, 364, 408, 523, 591, 609, 628, 686, 705, 860, 1002, 1049, 1137, 1192, 1309, 1334, 1389, 2066]"
1844,wikimedia-en,0.9929138894688188,0.98973623706061,0.0,0.0,"[108, 148, 180, 364, 408, 523, 591, 609, 628, 686, 705, 860, 1002, 1049, 1137, 1192, 1309, 1334, 1389, 2066]"
1892,fineweb-edu-sample,0.9565393212533636,0.9170768327162322,0.02564102564102564,0.05263157894736842,"[171, 308, 537, 679, 948, 1375, 1386, 1489, 1555, 1650, 1673, 1844, 1848, 2073, 2618, 2646, 3153, 4958, 6396, 6747]"
1892,wikimedia-en,0.984090857164706,0.972345731660363,0.0,0.02564102564102564,"[171, 308, 537, 679, 948, 1375, 1386, 1489, 1555, 1650, 1673, 1844, 1848, 2073, 2618, 2646, 3153, 4958, 6396, 6747]"
1903,fineweb-edu-sample,0.9237946554720214,0.8959976545031323,0.0,0.0,"[686, 705, 828, 920, 941, 1002, 1188, 1252, 1305, 1545, 1562, 1758, 1794, 1816, 1844, 1966, 2112, 2510, 6086, 27636]"
2286,fineweb-edu-sample,0.9891919162741847,0.9857642811956466,0.0,0.0,"[263, 454, 619, 1172, 1387, 1401, 1467, 1938, 1980, 2155, 2223, 2707, 3487, 3686, 3997, 4145, 5023, 8214, 8398, 20537]"
2286,wikimedia-en,0.9916813304537377,0.9898075882996894,0.0,0.0,"[263, 454, 619, 1172, 1387, 1401, 1467, 1938, 1980, 2155, 2223, 2707, 3487, 3686, 3997, 4145, 5023, 8214, 8398, 20537]"
2377,fineweb-edu-sample,0.8635195755935087,0.8630798631504397,0.02564102564102564,0.05263157894736842,"[108, 117, 171, 348, 459, 537, 938, 948, 1078, 1246, 1334, 1337, 1375, 1532, 1691, 1749, 1848, 1901, 2066, 2723]"
2377,wikimedia-en,0.6463197538893323,0.5954153934595273,0.0,0.05263157894736842,"[108, 117, 171, 348, 459, 537, 938, 948, 1078, 1246, 1334, 1337, 1375, 1532, 1691, 1749, 1848, 1901, 2066, 2723]"
3136,fineweb-edu-sample,0.9027785528687241,0.9267633878507168,0.14285714285714285,0.21212121212121213,"[29, 217, 437, 507, 639, 665, 984, 1049, 1350, 1397, 1704, 1881, 2444, 2861, 5597, 8656, 10828, 16167, 17829, 21270]"
3136,wikimedia-en,0.8602244527613927,0.8482467442667124,0.08108108108108109,0.14285714285714285,"[29, 217, 437, 507, 639, 665, 984, 1049, 1350, 1397, 1704, 1881, 2444, 2861, 5597, 8656, 10828, 16167, 17829, 21270]"
6756,fineweb-edu-sample,0.8418096739809336,0.8667164121652213,0.0,0.05263157894736842,"[39, 596, 4573, 6381, 7221, 7883, 8490, 8570, 8869, 10584, 10831, 11006, 12733, 16290, 20644, 21469, 22395, 29212, 41303, 41567]"
6756,wikimedia-en,0.9858966399745523,0.986159209566005,0.0,0.05263157894736842,"[39, 596, 4573, 6381, 7221, 7883, 8490, 8570, 8869, 10584, 10831, 11006, 12733, 16290, 20644, 21469, 22395, 29212, 41303, 41567]"
8532,fineweb-edu-sample,0.8232745809547448,0.8216451206670912,0.0,0.05263157894736842,"[400, 2163, 2848, 3468, 3472, 3622, 3707, 4472, 5058, 5136, 7142, 15039, 18213, 20466, 20581, 26884, 31304, 40366, 46897, 58648]"
8532,wikimedia-en,0.890728441414007,0.9100456033580197,0.02564102564102564,0.05263157894736842,"[400, 2163, 2848, 3468, 3472, 3622, 3707, 4472, 5058, 5136, 7142, 15039, 18213, 20466, 20581, 26884, 31304, 40366, 46897, 58648]"
10392,fineweb-edu-sample,0.6934287492477443,0.7403090020068369,0.0,0.0,"[5691, 8423, 10984, 12845, 12964, 16794, 17496, 19146, 20355, 21323, 22635, 26172, 32216, 39234, 39261, 39605, 39830, 40495, 43452, 65043]"
10392,wikimedia-en,0.9136820108180094,0.9235951323619305,0.0,0.0,"[5691, 8423, 10984, 12845, 12964, 16794, 17496, 19146, 20355, 21323, 22635, 26172, 32216, 39234, 39261, 39605, 39830, 40495, 43452, 65043]"
12335,fineweb-edu-sample,0.997446660520796,0.9974696687505286,0.02564102564102564,0.08108108108108109,"[9273, 9772, 9939, 15201, 20899, 22146, 23653, 27783, 31021, 36013, 43079, 45468, 51824, 55705, 58177, 58703, 59169, 61636, 62291, 63712]"
12335,wikimedia-en,0.9977402728803001,0.9977480385578781,0.05263157894736842,0.08108108108108109,"[9273, 9772, 9939, 15201, 20899, 22146, 23653, 27783, 31021, 36013, 43079, 45468, 51824, 55705, 58177, 58703, 59169, 61636, 62291, 63712]"
17857,wikimedia-en,0.9065485863607028,0.888362408180692,0.02564102564102564,0.02564102564102564,"[21, 1352, 3169, 3692, 3929, 16464, 18623, 41307, 43137, 44556, 45907, 46400, 58554, 58585, 59225, 60029, 60070, 62808, 63993, 64577]"
28027,fineweb-edu-sample,0.9989130804086953,0.9989825043836938,0.0,0.0,"[208, 1810, 8668, 10774, 12857, 15016, 16184, 17866, 25295, 27101, 29108, 37983, 38251, 46829, 47583, 49286, 49351, 51441, 63123, 63411]"
28027,wikimedia-en,0.998705351911171,0.9988420849801881,0.0,0.0,"[208, 1810, 8668, 10774, 12857, 15016, 16184, 17866, 25295, 27101, 29108, 37983, 38251, 46829, 47583, 49286, 49351, 51441, 63123, 63411]"
35053,fineweb-edu-sample,0.8525036014549446,0.8912103953638202,0.0,0.02564102564102564,"[5637, 8621, 12883, 13990, 22117, 23306, 23771, 24296, 26046, 33549, 39068, 40939, 41623, 42111, 49032, 51314, 56846, 58501, 60154, 60203]"
35053,wikimedia-en,0.9388562396286267,0.9476233895949396,0.0,0.02564102564102564,"[5637, 8621, 12883, 13990, 22117, 23306, 23771, 24296, 26046, 33549, 39068, 40939, 41623, 42111, 49032, 51314, 56846, 58501, 60154, 60203]"
