feature_id,source,level,n,activation_mean,pc1_mean,pc2_mean,pc3_mean,pc4_mean,pc5_mean,pc6_mean,pc7_mean,pc8_mean
1734,fineweb-edu-sample,1,502,142.47418674909736,-701.8873175839234,-305.10195371753485,249.31292850822135,66.81955946337143,-130.33964987636352,-107.8695523120412,-38.7817878805041,143.02915310659444
1734,fineweb-edu-sample,2,430,184.25500928302145,-201.71902915147479,-321.393715439151,232.09104798161192,99.17044013747902,-131.1364363907637,-125.13994479389964,-54.56852743038548,165.27038902934342
1734,fineweb-edu-sample,3,361,279.91134973245977,-320.84596946847313,-307.9703849345747,250.0168253221616,109.59561679148273,-163.79237580232018,-102.98956142138022,-94.6135447266714,209.29515813001606
1734,wikimedia-en,0,370,114.22019273912585,-226.1557581012598,123.78546543015099,285.65355235628317,333.4958991831885,-130.46465716272894,-165.99528626919354,0.3111237568597346,139.09499159119142
1734,wikimedia-en,1,361,141.93870295051724,-24.184046689006422,124.83702190345994,295.21338952511275,324.4486005500748,-133.49059811642158,-146.59490339700722,-2.724405860259641,175.90340210112726
1734,wikimedia-en,2,261,185.26291419719828,-110.50346957258458,73.21550112479852,284.55864000714644,336.8231304823899,-153.67042154752977,-141.78777524843971,-49.213037059248116,200.01835295506237
1734,wikimedia-en,3,168,274.54073442731584,-106.31909659569885,29.406718229424023,286.5568414415457,382.3225133475193,-175.34653605060632,-93.71347792512489,-102.98443030278038,274.63340819996546
2133,fineweb-edu-sample,0,575,128.38226976477583,-5251.332016832934,-170.33870559318385,156.20459464021243,-4.677434002406226,-86.92950391654566,49.083847162812496,-45.22443823744865,37.92940214189519
2133,fineweb-edu-sample,1,488,163.58166428863026,-5312.987451053039,-127.40230875013374,156.33285818132754,24.34601799000706,-109.01394270530179,60.647246189988316,-36.65380802039922,58.49616698876187
2133,fineweb-edu-sample,2,416,222.36964504535382,-5455.111389673159,-104.64742661574611,118.15362255606159,64.11321026172054,-116.43687687351442,74.66763567206449,-56.281341619766245,60.79033708574869
2133,fineweb-edu-sample,3,231,363.23960724537505,-5533.193718806407,-48.52685818950094,102.08323595903234,143.17152163553135,-157.66454943457657,113.8964844664851,-70.49105858433471,99.80281845039698
2133,wikimedia-en,0,368,128.58103785307512,-4241.4128469212155,381.84477195218665,80.98937662461523,282.69300864764546,-64.80221438653408,21.23461177829028,-40.86650206013037,45.994561238950325
2133,wikimedia-en,1,335,165.4019951208314,-4472.314762468513,388.83031403562205,85.00523346066882,246.8792202373539,-84.4163999974065,61.11099419707082,-64.20664158860572,48.00791604885654
2133,wikimedia-en,2,325,222.25641883263222,-5054.846649944057,400.66257174406866,109.35162418485727,306.92009974708225,-118.03441799836831,74.85039551449098,-37.75626194972468,63.07194569360959
2133,wikimedia-en,3,232,371.81187780972186,-5856.494359806627,455.9438875106348,105.92606463963044,323.37066287736366,-182.12112285312304,108.51265455278514,-85.4238572414157,125.14903418618715
2264,fineweb-edu-sample,0,118,119.7337074926344,6267.308270059312,-358.01124124577854,31.904864917197987,-59.26582518219593,54.18542243738623,-99.1362128726916,-232.26908493873523,-133.63933855197143
2264,fineweb-edu-sample,1,87,166.81106093834185,6013.023377383162,-384.26213299485096,23.0588247886393,-58.836200383141566,56.16446080737297,-100.21044792220479,-254.94894220177432,-115.44592474015313
2264,fineweb-edu-sample,2,86,249.16568418990735,5094.400777307909,-317.2457680083199,48.39833101093457,-20.821145547658805,66.99623703922029,-37.59987262908581,-201.40524930034553,-109.82870397789156
2264,fineweb-edu-sample,3,59,520.200267209845,5458.317279613427,-259.9247231737085,24.937165712888163,-135.6688104890816,46.03697671590355,9.177071349713023,-272.2915710012849,-122.8659415380294
2264,wikimedia-en,0,145,121.1883995319235,7654.943621587291,-5.1847371082596,109.9660509921638,32.54234733952998,231.3833448729974,-199.42617773161604,-138.99719406052412,-125.98932738050316
2264,wikimedia-en,1,117,164.3922852084168,6282.099957698702,30.57547042035866,73.4537711685379,45.87374549853789,179.57333294206668,-161.55988021856078,-210.91001560914324,-99.44715168591163
2264,wikimedia-en,2,76,250.56518333836607,5805.210638374605,-7.469413058909686,64.57202687746826,49.19540482199127,159.20760389733152,-104.20693361742201,-259.1226127237632,-65.89365275548883
2264,wikimedia-en,3,27,452.5104731807002,6899.231168766023,-59.36509941182366,49.53463815712607,83.09181710166952,72.97430231657398,-83.89480379742865,-325.066549663508,-115.02546439200297
2482,fineweb-edu-sample,0,326,131.43040307167848,-2233.9721351862327,-384.23926412750643,-537.5051422331034,46.83256962245602,39.92741227869546,-11.943491076415702,-213.56617216268356,148.5659994751588
2482,fineweb-edu-sample,1,312,158.16126955472507,-1959.5350444387593,-390.5799335650146,-529.6558404572559,36.477007507346656,70.086771354836,-2.6412370658131263,-217.52903246912925,162.88682414169602
2482,fineweb-edu-sample,2,224,199.2973733629499,-1862.4268320124763,-407.7452372933929,-525.8035517461137,31.058011710332245,60.54907471184983,-35.658337244631994,-235.0409086148438,188.40550366884554
2482,fineweb-edu-sample,3,140,292.7389173235212,-1735.7669375434468,-402.1882856306882,-503.268867781197,57.94076219724261,85.78370080147238,-68.64560774389088,-292.0582808328666,209.49711292844742
2482,wikimedia-en,0,125,131.7699677734375,-218.0580510589602,57.28178707334068,-466.5161319482177,64.16698151725646,-3.1195928792346885,-96.10085325580283,-267.9633099868425,85.83084177571112
2482,wikimedia-en,1,102,159.73179357192095,-797.4138301713291,31.997088494652136,-496.0105528719714,73.68560677622177,-16.38079723407887,-75.39455402322345,-244.63515377894802,88.97635083375712
2482,wikimedia-en,2,82,202.39415759575076,-420.6604731013452,1.5408312357842842,-489.1942186879825,115.85914694953867,-46.48338551917852,-178.22240228677794,-249.94612011272892,79.71665674724271
2482,wikimedia-en,3,68,296.0908777573529,-885.2673180429109,-133.27765781840594,-503.48604222153614,164.4338991088413,87.39658678609257,-267.591941225423,-235.07649432025286,112.77050086963385
2581,fineweb-edu-sample,0,100,132.58204940795898,6075.7961321882785,-42.976951166849055,102.30718198890295,-287.0638606270232,-30.23755786456134,89.68816964945562,-115.69674151574381,-187.67860268060846
2581,fineweb-edu-sample,1,102,170.31702213661345,6165.1806756847955,-74.04164611008021,113.73733187227623,-210.371779377475,-33.99452384748864,127.25174613956528,-126.08322457197569,-179.76532233334783
2581,fineweb-edu-sample,2,104,240.77315623943622,4676.167964129456,3.767825429835834,96.61937342166745,-337.579685406174,-20.80113317706154,152.1585074624722,-104.69227548143206,-163.75932561006695
2581,fineweb-edu-sample,3,99,395.85891538677794,4083.2951794171036,82.18225450921987,67.83828885817813,-319.24752174168316,1.3898715953319618,173.64130750778713,-38.82781221718631,-188.78808979470216
2581,wikimedia-en,0,215,131.25426316372184,7030.752851314085,144.17770229930287,102.58185119714886,-38.22722824001127,50.923372103690916,-3.9614026915640985,-73.03431356686313,-100.8653869120892
2581,wikimedia-en,1,174,171.44091393481725,6923.985050621646,156.0665133212482,98.3216298337829,-41.09225740744731,79.07049775575246,-52.27177341751543,-55.36156494683606,-116.0428560892231
2581,wikimedia-en,2,105,237.48253624325707,6033.553718149061,213.0850705775097,59.80308138789561,-92.23673946344154,47.9191343603403,-11.195350850228012,-51.756444346941585,-121.17033381420441
2581,wikimedia-en,3,138,396.1567185996235,5115.545620792547,248.1753413498033,57.17230913460725,-91.04669215406858,2.4006052643942035,42.82221280684827,-82.80217259384037,-122.40988051502785
3096,fineweb-edu-sample,0,473,107.90972990717495,-3290.8441685361868,-192.0640964446737,340.5000386924945,-141.68548491076805,-32.87186124810208,109.45976625118806,0.8475935317229406,-35.56540225015556
3096,fineweb-edu-sample,1,462,127.74927576899013,-3639.692500801897,-170.4395230968314,324.36591593590987,-165.12388648852377,-51.91522420742477,118.19182478567106,2.797176875425041,-34.30214932870537
3096,fineweb-edu-sample,2,424,160.84276516032668,-4184.331976401923,-124.5727484209947,358.1433672818364,-155.61876861537772,-84.55591257473347,144.94738175520985,-3.2029570451587532,-55.22172494228937
3096,fineweb-edu-sample,3,335,250.32513108894005,-4712.348979136133,-79.53004927582705,354.4380619495608,-207.79964885880364,-100.13656651065344,190.15941220435585,-2.7089058052235186,-51.68273932134635
3096,wikimedia-en,0,142,107.1654463217292,-3666.210109504398,158.94765691895233,326.40314634048764,174.60633239294603,9.102208122482892,38.67708955217183,8.9927251406881,-18.487820352529763
3096,wikimedia-en,1,128,127.686842918396,-3796.5357395327687,173.18468333142025,339.82715296497076,209.04076529601446,18.09399130544145,69.07303336280424,-30.509174683063584,27.63077320148834
3096,wikimedia-en,2,101,159.42414251648555,-3959.2113340779483,138.67003128499618,333.7435114014523,191.21297208501977,-17.474719057142043,78.82924714813457,9.081606199482467,46.22738463430657
3096,wikimedia-en,3,89,250.75989918226605,-4557.199491443943,192.8118179532303,393.45452632551667,178.48442505737236,-64.90305688222108,87.9788252619727,-25.06475794747033,66.75540684898353
3186,fineweb-edu-sample,0,470,127.37253314079122,-1795.2622299124848,-275.4421851853744,251.5796961533696,28.100766459759797,-55.82227493016838,-98.1006962716301,120.36523613233264,22.47109305485168
3186,fineweb-edu-sample,1,468,172.31414090670071,-1791.158424787337,-295.90107900329224,247.09162388307408,7.897677273224378,-57.53193964103749,-110.43047018785026,121.05972154046717,29.654609628233146
3186,fineweb-edu-sample,2,422,247.0865539261515,-2102.7327355864686,-306.1576422392605,245.86452641656913,2.0470444987087997,-62.86670746322105,-159.1849030378929,116.85198782401767,36.489201826111675
3186,fineweb-edu-sample,3,436,414.9283087494176,-3106.694061464926,-297.2899275624693,262.0832477859675,-47.481016169717044,-61.400354584331495,-157.4602646038391,138.64492021379152,26.614029198216734
3186,wikimedia-en,0,394,126.69738785022406,-282.45031446566804,164.93450502673153,261.64747521739014,185.96004884179283,5.401647755129354,-179.1680491274671,121.8567107280464,55.57605349081887
3186,wikimedia-en,1,356,172.40895234868768,-417.90032716446797,203.43143632179422,261.7485941019781,144.9803300846672,-9.810798245276466,-194.52925706485462,144.17317244944354,33.88849443196857
3186,wikimedia-en,2,319,244.6971670886192,-1075.4763144538454,144.08189411724646,281.994175200527,131.4242488817766,-30.968272603045534,-224.24258388970475,140.1677878491054,28.080038950877004
3186,wikimedia-en,3,245,416.76517508370534,-2256.022790242704,209.10526763436152,301.99277126885903,75.10223422037488,0.7248561365801697,-215.63892752262072,121.90513427610163,81.46952859403218
3610,fineweb-edu-sample,0,260,129.41332664489747,-998.9038788061436,-301.00795221438216,-5.006625277398032,-67.79474527342093,-20.1166996336317,3.673799935373522,48.61533729764528,53.717904370689126
3610,fineweb-edu-sample,1,259,135.0022568868394,-980.4680412604291,-307.5744475561472,-58.904428709932496,-92.01829098152065,-44.33225234918849,-26.283240052118426,11.63968959841372,47.164913454945975
3610,fineweb-edu-sample,2,213,144.03179265411808,-1583.641750017011,-291.60511505941247,-32.82665608769169,-82.05451866906537,-8.056988831866331,-28.45246536125047,11.595824120226588,49.59986290830222
3610,fineweb-edu-sample,3,169,161.92101147894323,-1548.4440866747718,-296.13138661567854,-87.63715030508806,-78.25617037966087,-58.94107744656325,-32.861786373031336,-32.733323197190934,47.93174285891566
3610,wikimedia-en,0,186,129.21569418138074,1796.1481810350647,264.7793099892622,-98.02770763433655,-11.726704136878256,84.90566518215915,-167.46936002414458,-59.643052123834856,123.66230084542646
3610,wikimedia-en,1,180,135.113650004069,1548.7390733698535,263.04615339149274,-102.05247232791727,-40.742176064931165,127.24197718512556,-181.39242910309898,-34.527766944636284,129.71857519085194
3610,wikimedia-en,2,146,143.29218678931667,1570.300935086219,256.6385796184741,-70.69660741956413,-33.87666269759472,51.76056806954292,-191.71564714887384,-53.92528048392093,105.68197758445375
3610,wikimedia-en,3,132,164.24885443485144,1155.9722041263994,187.26177281997175,-167.9495751322868,-34.53240987821518,154.72699654155696,-241.31242976428712,-50.505887902083956,155.20629846895676
3781,fineweb-edu-sample,0,125,106.55055444335937,1576.6369104471407,-14.077431276303269,177.19482664185188,-389.34520640514626,-106.83146639301371,183.0815763011411,33.17118848436279,-46.386188200157804
3781,fineweb-edu-sample,1,120,119.58396574656169,1199.0851831455245,-58.79350367222172,148.6069304976974,-389.452629231367,-65.69134046821014,176.91734725330087,-6.087380725530594,-13.899423827499426
3781,fineweb-edu-sample,2,77,140.6591608617213,195.16077539312107,40.53897961335607,111.67300420630237,-445.35951006930554,-77.30462602510698,224.75188751951623,23.854253759385326,-42.12143564274068
3781,fineweb-edu-sample,3,73,206.31699632618526,-762.9521709157754,89.55107664389985,177.39636500902236,-461.0650786826006,-116.2142849650534,247.33661039143004,30.063386086651363,-29.35545498907128
3781,wikimedia-en,0,50,106.74161895751953,1460.1402694146675,266.54502904102685,-43.945429717297756,-215.75046907148302,-155.12566265042904,56.707312567928874,50.633742267899734,-34.358381588196856
3781,wikimedia-en,1,53,119.81040522737324,1273.161283801461,255.22478866386152,-23.4304018314697,-211.98203431699707,-125.03719842986118,40.14597486631002,86.9864639082429,-57.39060060237612
3781,wikimedia-en,2,18,140.9353959825304,309.7806146297696,260.08588729595454,74.07359665893028,-336.999180409744,-103.19855487216623,111.66945819781111,113.35261862768454,-10.166952807279342
3781,wikimedia-en,3,21,180.48780532110305,283.0183587188957,285.53710019472516,133.5265535654794,-400.2426329740142,-299.5776134667787,132.4881426072421,150.8217229599763,-25.761701558124937
4926,fineweb-edu-sample,0,132,114.84941286029238,-193.9297494622343,-308.95317064704574,86.61611905318549,27.048303890859607,-40.98355251045525,12.209375130175623,-5.7956825192609385,19.997634507914103
4926,fineweb-edu-sample,1,102,125.90255228678386,-692.1992504183697,-294.8772895181496,58.43021633259637,-9.170492576134347,-51.88579736545118,-22.00813916391681,29.568761488171308,-2.9375877739039944
4926,fineweb-edu-sample,2,67,144.09452842598532,-749.7806985381111,-328.2288978598822,19.460696553470445,76.42051621275645,-60.297507985278074,-24.619966420434373,36.54385826543789,8.776023872030045
4926,fineweb-edu-sample,3,29,180.9436087772764,-445.9396174040228,-408.1932219258741,-10.155443047410943,-22.104158844096155,-9.485134642260036,23.73726074019219,-13.707519390114163,-20.079791426270376
4926,wikimedia-en,0,51,114.3816806568819,-1327.5449574679635,158.31907330878275,112.0477085561474,226.3345283501212,6.567792966399544,-38.75735876528005,-54.72749577656795,199.01245146012778
4926,wikimedia-en,1,39,125.51281112279648,-126.57521164319867,81.60729554238439,104.92831757522877,247.20737905083269,-54.63705779375802,-125.97397819724779,-144.96342330439464,167.5744103113393
4926,wikimedia-en,2,15,146.43376566569012,-1339.5539482663494,36.83487740026278,72.86099008157204,180.29165863034103,69.90296024421153,-83.64264615263686,-25.601936885395858,104.39156056401718
4926,wikimedia-en,3,3,171.06611124674478,3020.233314944698,183.28292742178067,171.73756417139734,-193.51240707668765,70.43276751966346,-142.8684406050821,73.73446817679617,-84.74001484566001
5054,fineweb-edu-sample,0,427,118.66249023723378,-2489.9190221107947,-249.8071880848003,-39.31777241001907,-151.6619183461163,33.82069448069898,83.22288169022971,58.49458699041708,29.816261673927176
5054,fineweb-edu-sample,1,370,132.18664010537637,-2654.62266756873,-248.6803252711786,-11.004836197023641,-161.97058941521175,83.07965173795724,103.46273662440859,61.572528118117035,32.369066841802436
5054,fineweb-edu-sample,2,274,156.5184376291985,-2545.33818006085,-215.9363520109975,30.270979419556806,-207.92218287805267,68.01368820174545,104.37936003078967,70.7199935443525,50.36976327628163
5054,fineweb-edu-sample,3,161,253.97064284804446,-1889.5075644701449,-155.23192394680876,57.93766221407125,-331.5852803071462,146.81213509081164,163.41385453108694,60.8740997811144,99.94951652178865
5054,wikimedia-en,0,169,119.01267869938054,-1861.9622142558337,60.12135106323538,-13.754574667426986,88.76725530751924,69.26407503469943,-31.523211907235332,115.423772184909,25.21055505609311
5054,wikimedia-en,1,172,132.31966719516487,-1716.771633591771,136.22056572300858,-29.41495622859443,-61.29095752687493,90.66192787924055,-32.04467270661748,142.06053098655786,32.47093246717718
5054,wikimedia-en,2,115,156.42774790888248,-2414.8819756968255,60.09921493975895,-33.67499376356329,29.50461502933572,65.46668314737683,20.64637530194436,87.71935857183048,105.4747488837579
5054,wikimedia-en,3,41,229.09363537299924,-3534.150221415449,83.12874268860634,-119.32571489361555,-56.30551985961622,20.573902381557136,72.94022794666265,166.65455937983268,125.80192785795272
5105,fineweb-edu-sample,0,287,129.50410169009962,-1700.2999862485653,-42.848111087675875,202.83748602024644,-362.6809359057098,-94.40180177178566,122.99736334196851,37.88993313000218,-93.62281069229574
5105,fineweb-edu-sample,1,207,145.82988882755888,-2171.329663444954,-25.18043207276308,271.7419434119278,-451.67961423897714,-78.26088855591513,128.02148214250116,53.09190610665455,-95.87154798649516
5105,fineweb-edu-sample,2,202,173.8862226127398,-2816.516185843303,28.035709636263128,290.6083164338229,-468.7423300585808,-126.66336720984596,114.46201003338966,67.54945231120702,-125.00899116491397
5105,fineweb-edu-sample,3,116,253.97050305070547,-3633.598969051766,64.32707472969139,310.96668352404714,-547.7176021663548,-105.34104751402174,159.1064487188938,111.61409721904626,-179.1381875062937
5105,wikimedia-en,0,82,129.19597011659204,-814.4376745255526,141.85369347866194,119.55168855746234,-105.78193458498603,-82.21268521844055,-42.80761392559724,-34.25641529909483,-43.683333659101805
5105,wikimedia-en,1,52,146.70161291269156,-814.0324303286638,240.40763361662664,217.53673884895548,-159.99524616332909,-98.94460246179769,-35.11361737293588,-1.9500204604876237,-75.36442149667378
5105,wikimedia-en,2,21,172.69547017415366,-2036.333306097034,316.3829998700249,265.0420248835857,-114.54483619566108,-33.52513425486217,-49.864830404481594,74.37573878971362,-26.449759740328464
5105,wikimedia-en,3,12,246.67169316609701,-3360.9841108804644,337.7056737704338,249.37327393430482,-311.0336620778307,41.85363964668794,-149.20744568198583,50.77358443433142,-116.94687726575165
5868,fineweb-edu-sample,0,383,100.97555163510475,-1991.4410812706485,-380.00338744893406,25.571986819115313,-35.581122686099604,108.09760804283792,63.66920506915452,88.86975565999832,48.005936585773696
5868,fineweb-edu-sample,1,412,142.99282066567432,-2272.800482845113,-422.04108981252904,48.903208472786964,-35.38004960482643,93.34967244651193,44.519786908048125,84.09577565124657,75.23123256075148
5868,fineweb-edu-sample,2,417,230.48792305267114,-2427.5717152558595,-426.99021823968104,98.73435054497055,-43.466260517042336,89.41159162064744,52.99987957649618,74.79197503155935,76.93614254035765
5868,fineweb-edu-sample,3,419,439.37510036568654,-1319.4666854974726,-399.1258375419401,150.86710762721077,-16.59167295653278,46.66514746393823,-2.944335555323862,90.32577190377962,31.463209694323414
5868,wikimedia-en,0,245,100.3359700728436,578.9594682869632,89.96715275793294,-1.7626218087097851,115.55732116613845,51.07634087640764,-53.98529642962341,102.92502710247891,29.667097801294002
5868,wikimedia-en,1,202,141.19575243657178,318.8784360749085,43.03842836239043,43.24491988705219,171.2136120546125,60.37443564538473,1.3314886669348334,50.87803541784025,52.84296785245167
5868,wikimedia-en,2,157,227.29091542237884,-360.33811147177465,-2.5101613583454814,98.38092895819828,120.59841894857298,82.45867023907324,-21.403586818754096,66.2168158985818,87.28514748650626
5868,wikimedia-en,3,142,475.6564894125495,-72.28407107700453,-62.225598344849814,168.75569176668992,244.71110799161792,83.41353571810578,-131.47057118997958,91.46455243181445,74.45940612524404
6277,fineweb-edu-sample,0,33,102.20349352287523,-332.79227058951227,-166.2398266143965,-9.67812531035052,137.87597130838546,120.29189983124618,177.59740258976893,22.396206767001836,126.04538398674157
6277,fineweb-edu-sample,1,10,127.21617584228515,1132.8101023695276,-111.86118261558991,-204.9608200689423,-89.06803401306989,-32.78295943958707,169.9658727712819,-3.5003440497531373,164.98846437465062
6277,fineweb-edu-sample,2,1,173.2606201171875,-263.4099949022646,275.51841010477153,-217.90360032420085,325.00629185339,51.14550261099,120.90533299877458,-62.06731116562596,415.63018500078084
6277,wikimedia-en,0,193,103.97370392794436,2396.1454236942436,526.913233616252,76.05719395120543,2.1869177489646825,313.6425234918262,-86.2166348599076,-64.77707754277424,215.0240618462611
6277,wikimedia-en,1,96,131.51777625083923,3320.6048806605886,503.4522645183584,101.36816454044562,7.066973526836214,291.34199447704435,-121.58655536110503,-47.17932528724227,230.65391276391063
6277,wikimedia-en,2,32,179.47078561782837,2993.974358575278,540.4729244169746,4.854678753984338,2.274631406678864,401.518174106186,-228.4897068081556,25.83809476968798,395.5360659743533
6277,wikimedia-en,3,12,284.3863983154297,3801.021298632366,334.7860790384602,107.72098972165207,95.79311978304816,242.63697939807557,-24.636052598474908,-55.10856413656071,310.80405706279134
6339,fineweb-edu-sample,0,425,103.19533483168658,-1108.962617486478,-365.85126340972863,231.2484400121868,7.666072516250937,38.06848944485389,45.80836669244935,42.49984199087614,124.08291110139157
6339,fineweb-edu-sample,1,416,125.73304205674391,-1069.801417098079,-368.7431807156943,250.3351791628176,4.315113863565218,49.74195519301519,69.41383851679176,49.81392457395156,127.69468261025551
6339,fineweb-edu-sample,2,426,161.82136757720804,-1245.452623545185,-388.902333823223,241.5406531532964,-8.294021226975145,48.02253845294974,78.38048831000279,22.36624032558049,171.10220825953743
6339,fineweb-edu-sample,3,427,264.6372637067522,-1276.050399796443,-380.8628505022465,224.16134501224155,6.225918026086304,43.817957404019026,102.79824435183,11.592707304858864,210.22898090594265
6339,wikimedia-en,0,275,103.34094715465199,539.245996103817,139.09244502062478,291.0079819486827,233.88731030609944,89.50888747030577,37.777525900861555,75.425693601381,194.75338278030733
6339,wikimedia-en,1,269,125.64718718688285,565.0440884711962,145.07407071671128,303.81922991923426,258.23735414483315,82.64385443265984,51.64242011725516,67.09072036551984,192.7733481557117
6339,wikimedia-en,2,248,161.9468273039787,546.2584493052325,96.1601149287283,296.9368848545885,291.29539977855717,89.80035236575334,46.91576634779108,49.22479593962372,238.38308311261338
6339,wikimedia-en,3,219,256.1670044502711,412.3817208282295,94.41566526289144,296.89432558888575,269.3729419582305,90.95554752715778,80.23766084677067,49.05211173257778,250.85345627740574
6476,fineweb-edu-sample,0,45,124.70913526746962,79.36548679245476,-102.06463625995518,166.97719903146606,-178.1933414940884,-43.846941275534604,30.37719186181222,7.710839864589663,-25.300735547230175
6476,fineweb-edu-sample,1,40,135.91377601623535,132.55273162915063,-140.62436512326354,167.14065885560032,-173.22055682339268,12.953777403231985,11.372711071580337,-24.603030122278582,-60.50364831513211
6476,fineweb-edu-sample,2,18,160.4791734483507,-666.9062213898449,-68.4300391496425,194.74736972714032,-133.03270732479078,37.914348583016015,34.063166041625664,-56.41395770352008,-94.01719580788927
6476,fineweb-edu-sample,3,16,208.5848846435547,-1169.5565598262408,-22.854873523005267,242.37554366299196,-298.0502640314039,60.25797487434077,-6.88300270929067,-5.091846994818725,-49.09733468565177
6476,wikimedia-en,0,67,123.73104949495685,-1648.7942443711672,366.1737962778956,223.72535902911022,22.570598466746308,53.94240072269064,-118.30284637926283,-18.371599602852786,-176.61755567326946
6476,wikimedia-en,1,52,137.45379873422476,-653.7428201151031,239.85678048017164,133.4820138863674,142.21100438273814,29.902761267045978,-125.65655678036268,-42.8776689441693,-160.92097285832992
