candidate_id,control_id,candidate_js,control_js,difference,approx_low,approx_high,candidate_document_excess,control_document_excess,control_document_p,control_token_identity_p
1247,4729,0.06228167262393189,0.030555982500954933,0.031725690122976956,0.0288878670478913,0.03456351319806261,0.03234627772309516,0.007734192670435354,0.0001,0.0001
14064,1766,0.028041860339868344,0.039108295797469515,-0.011066435457601172,-0.01474236510923743,-0.007390505805964913,0.009211626601515654,0.013620758986313083,0.0001,0.0001
34492,9349,0.03195446597271754,0.039188930910629756,-0.007234464937912216,-0.010604408168592903,-0.003864521707231529,0.008313833648659723,0.01071502668873986,0.0001,0.0001
6629,28540,0.0404164109854848,0.032136077604258975,0.008280333381225823,0.003783242704946538,0.012777424057505107,0.01454485368380819,0.010421324727591351,0.0001,0.0001
